shortcode,url,handle,posted_at_utc,age_days,views,views_text,status_views,followers,followers_source,status_followers,vpf,tier,likes,comments,likes_per_view,comments_per_view,topic_index,topic_pct,topics,topic_groups,primary_group,location_any,status_codes,n_topics,post_year,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,caption_len_bucket,hashtag_bucket,follower_bucket
DOYm086Ad-r,https://www.instagram.com/reel/DOYm086Ad-r/,abdullah_home980,2025-09-09T14:15:16.301000+00:00,380,141000.0,141K,"VERIFIED (public topic page, rounded)",553000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.2549728752260398,1_NORMAL,,16.0,,0.00011347517730496454,0.4266263237518911,0.5,dream-house-design,fantasy_dream,fantasy_dream,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,14,Tue,ok,ok,reel,553K followers,553000.0,967.0,76,5,False,0,0,False,False,#architect #interiordesign #homedesign #3dvisualization #architecturaldigest,cover-v2-embed,exterior_facade,house,none,modern_luxury,,neutral,medium,blue_hour,False,False,9839068786,aspirational_realistic,ai_generated,garbled squiggle signage on the garage door and smeared interior details typical of AI imagery; caption tags #3dvisualization; no AI disclosure,low,medium,"Letterboxed frontal view of a multi-storey modern house with dark ribbed stone cladding, wood soffits and glass balconies lit at dusk, overlaid with a phone number.",none,#architect #interiordesign #homedesign #3dvisualization #architecturaldigest,none,,,False,designer_studio,en,exterior_facade,black;white;brown;grey,natural_stone;glass;wood;metal;plants,none,exterior_reveal,,371.05263157894734,-0.5935947358577316,0.25492079496168657,,,51-150,4-10,500k-1M
DcazFfxo3fQ,https://www.instagram.com/reel/DcazFfxo3fQ/,mybeautifulblisshome,2026-08-24T10:00:23.228000+00:00,31,140000.0,140K,"VERIFIED (public topic page, rounded)",109000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.2844036697247707,2_GOOD,3013.0,6.0,0.02152142857142857,4.2857142857142856e-05,0.6666666666666666,0.4166666666666667,luxury-room,luxury_room,luxury_room,Dubai/UAE,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,10,Mon,ok,ok,reel,109K followers,109000.0,471.0,69,4,False,1,0,False,False,Days like these 🍃 #bedroom #luxurydesign #interiordesignhelp #dubai🇦🇪,cover-v2-embed,bedroom,none_visible,none,warm_luxury,glam_feminine,warm,medium,mixed,False,False,,real_existing,real_footage,"real phone footage: slight softness and noise, natural blue dusk light through sheer curtains mixed with warm LED and candle glow",high,medium,"A cream bed with a quilted runner faces a dresser of white flowers and a backlit arched mirror; cool dusk light through sheers against warm glow gives a soft, calm mood.",aspirational,Days like these 🍃 #bedroom #luxurydesign #interiordesignhelp #dubai🇦🇪,none,Dubai,,False,lifestyle_influencer,en,bedroom,white;beige;blue;gold,fabric;wood;glass;plants,none,bed_focus,0.0019913707268503153,4516.129032258064,-0.5049737237378911,0.31262685110555943,Dubai/UAE,,51-150,4-10,100k-500k
DTBRF1fEi8h,https://www.instagram.com/reel/DTBRF1fEi8h/,glashaus.realestate,2026-01-02T19:19:46.583000+00:00,265,140000.0,140K,"VERIFIED (public topic page, rounded)",296000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.47297297297297297,1_NORMAL,8772.0,68.0,0.06265714285714286,0.0004857142857142857,5.25328330206379,0.8333333333333334,houses-on-malibu-beach,location,location,Los Angeles/California,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,19,Fri,ok,ok,reel,296K followers,296000.0,537.0,21,0,False,0,0,False,False,"$42,900,000 in malibu",cover-v2-embed,stairs_hall,house,ocean_beach,minimalist,modern_luxury,warm,bright,daylight,True,False,,real_existing,real_footage,"real listing walkthrough footage with natural sun patches on floor, lens perspective and ceiling fixtures (smoke detector, vents)",medium,high,A long pale-oak and stone-paneled corridor with art and a marble-top console pulls the eye to a floor-to-ceiling ocean view at its end.,money,"$42,900,000 in malibu",none,Malibu,"$42,900,000",False,real_estate,en,stairs_hall;living_room,beige;white;black;blue,wood;natural_stone;glass;marble;fabric,none,view_reveal;empty_room,0.007751937984496124,528.3018867924528,0.10462845093591894,1.2724140353304654,Los Angeles/California,Los Angeles/California,1-50,0,100k-500k
DYWIw3-Cyky,https://www.instagram.com/reel/DYWIw3-Cyky/,thetenderline,2026-05-15T04:28:01.877000+00:00,132,139000.0,139K,"VERIFIED (public topic page, rounded)",11000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",12.636363636363637,4_VIRAL,8359.0,54.0,0.06013669064748201,0.00038848920863309355,0.45499181669394434,0.3333333333333333,art-deco-interior-design,style,style,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,4,Fri,ok,ok,reel,11K followers,11000.0,34.0,497,5,False,0,0,False,False,"Art Deco hits Modernism.  The late 1920s and 1930s created some of the most inspiring interiors — where the elegance of Art Deco slowly met the clarity of Modernism. Still atmospheric and sensual, yet already more reduced and architectural.  Especially today, this balance feels incredibly relevant again — particularly in combination with stainless steel, dark woods and reflective surfaces.  coming soon… edelstahlrahmen.com￼  #artdeco #modernism #stainlesssteel #interiordesign #luxuryinteriors",cover-v2-embed,living_room,none_visible,none,art_deco,dark_luxury,warm,dark,night_artificial,False,False,Art Deco hits Modernism,aspirational_realistic,unclear,"photoreal moody lounge; could be an edited real hotel/lounge photo or AI image (generic plain book spines, very clean surfaces); caption does not say",medium,high,"Moody amber-lit lounge with velvet banquette, backlit bookshelf niche and a steel-framed artwork, titled with a serif 'Art Deco hits Modernism' overlay.",descriptive,Art Deco hits Modernism.,shop_product,,,False,brand_manufacturer,en,living_room,brown;orange;black;gold,wood;fabric;metal;leather,none,text_overlay,0.00646010288311999,1053.030303030303,-0.1041585052113626,0.786758592638849,,,401-1000,4-10,10k-100k
DUIEI_mkll9,https://www.instagram.com/reel/DUIEI_mkll9/,benjamin.little_,2026-01-30T07:12:41.382000+00:00,237,139000.0,139K,"VERIFIED (public topic page, rounded)",41000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",3.3902439024390243,3_VERY_GOOD,5909.0,1140.0,0.04251079136690648,0.008201438848920863,0.22601626016260162,0.3333333333333333,unique-airbnb,hotel_resort,hotel_resort,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,7,Fri,ok,ok,reel,41K followers,41000.0,439.0,397,0,False,2,1,False,True,"Comment POD and I'll send you the direct booking link✨.  This tiny Tasmanian cabin (Featured on Grand Designs) quietly became Australia's most wish-listed Airbnb.  Here you'll find ocean dunes out the front, dark skies overhead, and a huon pine bath you'll never want to leave.  If you love thoughtful architecture, small living and unique escapes, a stay at the @tailoredtasmania Pod is a must. 🤩",cover-v2-embed,living_room,cabin_chalet,ocean_beach,organic_modern,,warm,medium,blue_hour,True,False,This tiny cabin was featured on Grand Designs and went on to become,real_existing,real_footage,"wide-angle camera footage of a real cabin (Tailored Tasmania Pod, Grand Designs) with power lines and real coastline outside",medium,high,Timber-lined cabin living room with a suspended black fireplace framed against a glass wall over a dusk bay; the text teases a payoff.,promotional,Comment POD and I'll send you the direct booking link✨.,comment_keyword,"Tasmania, Australia (@tailoredtasmania Pod)",,False,lifestyle_influencer,en,living_room,brown;blue;black;grey,wood;glass;metal;fabric;leather;fire,fireplace,text_overlay;view_reveal,0.19292604501607716,586.4978902953586,-0.1974102045450329,0.6347311254860514,Other,,151-400,0,10k-100k
C0CXJDNILwn,https://www.instagram.com/reel/C0CXJDNILwn/,andreavetrano,2023-11-24T17:18:39.987000+00:00,1035,139000.0,139K,"VERIFIED (public topic page, rounded)",1000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.139,1_NORMAL,1122.0,40.0,0.008071942446043166,0.00028776978417266187,1.0,0.5454545454545454,luxury-suite,hotel_resort,hotel_resort,Lake Como/Italy,ESTIMATED (AI-assisted coding of cover frame + caption),1,2023,17,Fri,ok,ok,reel,1M followers,1000000.0,974.0,209,9,False,0,1,False,False,POV: You stay at the dreamiest hotel Suite in all of Italy.. 🇮🇹 Location: @fsflorence . . #italy #italia #florence #firenze #hotels #beautifuldestinations #beatifulhotels #luxuryworldtraveler #hotelsandresorts,cover-v2-embed,living_room,castle_palace,none,classical_luxury,,warm,bright,mixed,False,False,,real_existing,real_footage,real footage of a hotel suite with room-service breakfast and natural sunlight; caption names @fsflorence (Florence),medium,high,"Double doors open onto a frescoed, chandelier-lined palazzo salon with a room-service breakfast table in front: old-world luxury reveal.",pov,POV: You stay at the dreamiest hotel Suite in all of Italy.. 🇮🇹,none,"Florence, Italy (@fsflorence)",,False,lifestyle_influencer,en,living_room;dining,beige;gold;pink;white,plaster;wood;fabric;glass;plants,none,door_or_threshold;dramatic_scale,0.035650623885918005,134.29951690821255,-0.2387397830513816,0.5771121490676842,Lake Como/Italy,,151-400,4-10,500k-1M
DTsR_g4kfQj,https://www.instagram.com/reel/DTsR_g4kfQj/,montani3d,2026-01-19T12:14:59.658000+00:00,248,139000.0,139K,"VERIFIED (public topic page, rounded)",603000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.23051409618573798,1_NORMAL,3324.0,1860.0,0.023913669064748202,0.013381294964028777,0.14866310160427806,0.5,ai-interior-design;ai-interior-designer,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),2,2026,12,Mon,ok,ok,reel,603K followers,603000.0,1578.0,236,0,False,2,0,False,False,"Com essa tecnologia🤖, eu transformo uma única foto em várias versões conceituais do ambiente.  E se você quer dominar o uso de inteligência artificial para aplicar isso no seu trabalho 👇  Comente IA33 e conheça a Formação Render com IA!",cover-v2-embed,living_room,none_visible,none,minimalist,,neutral,bright,daylight,False,True,,stylized_dreamy,ai_generated,caption about turning one photo into concept versions with AI ('Render com IA'); floating generated design cards,medium,medium,"A hand swipes through floating AI redesign cards hovering in an empty white room, a clear one-photo-many-styles concept.",descriptive,"Com essa tecnologia🤖, eu transformo uma única foto em várias versões conceituais do ambiente.",comment_keyword,,,True,ai_creator,pt,living_room;dining;bedroom,white;grey;orange;brown,plaster;marble;glass;wood;fabric,none,person;empty_room,0.5595667870036101,560.483870967742,-0.6375443979134399,0.2303857440731214,,,151-400,0,500k-1M
DcrYIx7CSBn,https://www.instagram.com/reel/DcrYIx7CSBn/,casa.curutchet,2026-08-30T20:31:59.695000+00:00,25,139000.0,139K,"VERIFIED (public topic page, rounded)",5000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",27.8,5_EXTREME_OUTLIER,6805.0,70.0,0.0489568345323741,0.0005035971223021583,0.6763990267639902,0.25,architecture-photography,architecture,architecture,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,20,Sun,ok,ok,reel,5K followers,5000.0,48.0,183,3,False,1,1,False,False,"ARCHITECTURE IS A PLAY OF VOLUMES UNDER THE LIGHT.  LE CORBUSIER  📍Casa Curutchet  🇦🇷 La Plata, Buenos Aires  Imágenes de @msguida  #lecorbusier #architecture #architecturephotography",cover-v2-embed,stairs_hall,house,none,mid_century,minimalist,neutral,bright,daylight,False,False,LE CORBUSIER,real_existing,real_footage,real footage of the existing Le Corbusier house with natural sun shadows and worn surfaces; caption credits a photographer,low,high,Symmetric ramp view through a wood-and-glass screen into Le Corbusier's Casa Curutchet with raking sunlight shadows; architecture-pilgrimage appeal rather than decor.,descriptive,ARCHITECTURE IS A PLAY OF VOLUMES UNDER THE LIGHT.,none,"Casa Curutchet, La Plata, Buenos Aires, Argentina",,False,other,en,stairs_hall,white;brown;grey;blue,wood;glass;concrete;plaster,none,text_overlay;door_or_threshold,0.010286554004408524,5560.0,0.23456675158936485,1.716195471178698,Other,,151-400,1-3,<10k
DRj_fKZFYet,https://www.instagram.com/reel/DRj_fKZFYet/,rendair.ai,2025-11-27T13:56:34.699000+00:00,301,138000.0,138K,"VERIFIED (public topic page, rounded)",189000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.7301587301587301,2_GOOD,444.0,301.0,0.003217391304347826,0.0021811594202898552,18.01213861515369,0.75,virtual-staging,ai,ai,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,13,Thu,ok,ok,reel,189K followers,189000.0,796.0,330,0,False,1,0,False,True,"Comment 'BF' to get info about Black Friday discount!!  I love exploring different interior styles, testing furniture layouts, finishes, and atmospheres becomes so much faster with Rendair AI. You can try it through CHAT or with Virtual Staging inside the EDIT tab.  Try it now with Black Friday: 50% off yearly plans➡️ rendair.ai",cover-v2-embed,living_room,none_visible,none,organic_modern,mid_century,warm,medium,daylight,False,False,Virtual Staging with Rendair AI!,aspirational_realistic,ai_generated,cover text and caption say virtual staging made with Rendair AI; clean idealized render look,high,high,"Dimmed AI-staged curved-bay living room with boucle sofa and chair, marble coffee table, teak sideboard and colorful art, overlaid with a product pitch for AI virtual staging.",promotional,Comment 'BF' to get info about Black Friday discount!!,comment_keyword,,50% off yearly plans,True,brand_manufacturer,en,living_room,beige;white;pink;brown,fabric;marble;wood;plants;glass,none,text_overlay,0.6779279279279279,458.4717607973422,0.5523850564619843,3.567673121537321,,,151-400,0,100k-500k
DX7bDuTuvID,https://www.instagram.com/reel/DX7bDuTuvID/,elitebuildhq,2026-05-04T19:28:23.808000+00:00,143,138000.0,138K,"VERIFIED (public topic page, rounded)",2000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.069,1_NORMAL,2421.0,9.0,0.017543478260869567,6.521739130434782e-05,0.6287015945330297,0.5,container-home-luxury-models-2026,unusual_home,unusual_home,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,19,Mon,ok,ok,reel,2M followers,2000000.0,317.0,390,1,False,0,0,False,False,The Future of Modular Living . This luxury container courtyard home build redefines modern architecture. Experience how industrial shipping containers transform into a unique circular living space that blends perfectly with the landscape. A true masterpiece of DIY construction and sustainable design. This is more than just a house; it's a lifestyle statement by Elite Build. . #EliteBuild,cover-v2-embed,exterior_facade,unusual_structure,none,industrial,modern_luxury,warm,medium,blue_hour,False,False,,aspirational_realistic,ai_generated,"garbled container markings and placards, over-symmetrical flawless aerial composition typical of AI imagery; not disclosed in caption",low,high,An aerial dusk view of a stone-clad shipping-container courtyard home wrapped around a glowing fire pit in open grassland.,aspirational,The Future of Modular Living,none,,,False,theme_page,en,exterior_facade;terrace_outdoor;living_room;bedroom,grey;beige;orange;black,natural_stone;metal;glass;wood;fire;plants,fireplace,exterior_reveal;unusual_architecture,0.0037174721189591076,965.034965034965,-0.5869605054859888,0.25884482965902694,,,151-400,1-3,1M+
DWgbv7zmqd5,https://www.instagram.com/reel/DWgbv7zmqd5/,hafezi.architects,2026-03-30T11:23:32.672000+00:00,178,138000.0,138K,"VERIFIED (public topic page, rounded)",606000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.22772277227722773,1_NORMAL,4829.0,81.0,0.034992753623188405,0.0005869565217391304,0.9078947368421053,0.5,jamesedition-luxury-homes,luxury_home,luxury_home,London/UK,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,11,Mon,ok,ok,reel,606K followers,606000.0,359.0,863,5,True,5,2,False,True,"Comment ""DREAM"" if you want your future home designed like this.  A private French-inspired estate designed for those who want more than just a house.  Grand double-height entrance. Bespoke staircase. Formal gardens. Resort-style pool. Marble interiors. Floor-to-ceiling arched windows. Every room designed to feel timeless, elegant and completely bespoke.  This is not a template house. This is a home designed around the lifestyle, vision and ambition of its owner.  From the exterior architecture to the interiors, landscape and every detail in between, we create fully tailored luxury homes anywhere in the world.  Would you live here?  Designed by @m.hstudi0  📍 St George's Hill, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿  For design inquiries: ✉️info@hafeziarchitects.com 📞WhatsApp: +44 7932 825854 🌐WWW.hafeziarchitects.com  #mhstudi0 #luxurydesign #architecture #frenchstyle #reels",cover-v2-embed,exterior_facade,mansion,forest,classical_luxury,neoclassical,warm,bright,golden_hour,False,False,the front,aspirational_realistic,ai_generated,"over-smooth painterly textures, idealized soft golden light and perfectly clipped hedges typical of AI image generators; caption presents it as a design concept ('Designed by @m.hstudi0') without AI disclosure",low,high,"Elevated view of a cream French chateau with slate mansard roof, arched iron entry, tiered fountain, box-hedge parterre and a black sports car in golden light, captioned simply 'the front'.",aspirational,"Comment ""DREAM"" if you want your future home designed like this.",comment_keyword,"St George's Hill, England",,False,designer_studio,en,exterior_facade;garden_landscape,green;beige;black;blue,natural_stone;glass;metal;water;plants;wood,none,text_overlay;exterior_reveal;water_feature;dramatic_scale,0.016773659142679642,775.2808988764045,-0.1822498924008912,0.6572795308599535,London/UK,,401-1000,4-10,500k-1M
